Candidate_ID,Requisition_ID,Application_Date,Department,Job_Role,Location,Recruitment_Source,Recruiter,Gender,Age,Experience_Years,Education_Level,Expected_Salary_GBP,Screening_Result,Interview_1_Date,Interview_1_Score,Assessment_Score,Interview_2_Date,Interview_2_Score,Offer_Status,Offer_Date,Offered_Salary_GBP,Candidate_Status,Joining_Date,Days_to_Hire,Hiring_Cost_GBP,Offer_Decline_Reason,Probation_Status,Application_Month,Application_Quarter,Salary_Gap_GBP,Is_Hired,Is_Offer_Extended,Is_Offer_Declined,Reached_Interview1,Reached_Interview2,Passed_Screening
CAN04258,REQ-TEC-2506-042,2025-06-22,Technology,Product Analyst,London,Indeed,Sophie Hughes,Female,40,2.5,Diploma,54000,Passed,2025-07-04,69.0,96.0,2025-07-13,82.0,Not Reached,,,Rejected - Final Interview,,,487.36,,,2025-06,2025Q2,,0,0,0,1,1,1
CAN04259,REQ-SAL-2502-038,2025-02-03,Sales,Sales Executive,Bristol,LinkedIn,Amelia Carter,Female,42,6.9,Master's,41000,Passed,2025-02-07,69.0,73.0,2025-02-17,77.0,Accepted,2025-02-23,37500.0,Hired,2025-03-28,53.0,945.05,,Passed,2025-02,2025Q1,-3500.0,1,1,0,1,1,1
CAN04260,REQ-FIN-2505-008,2025-05-07,Finance,Management Accountant,Manchester,Indeed,Daniel Evans,Female,20,1.0,Master's,51000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,177.0,,,2025-05,2025Q2,,0,0,0,0,0,0
CAN04261,REQ-CUS-2506-081,2025-06-29,Customer Service,Customer Experience Executive,Edinburgh,Indeed,Daniel Evans,Male,29,1.3,Professional Qualification,32500,Passed,2025-07-09,67.0,89.0,2025-07-19,49.0,Declined,2025-07-25,32500.0,Offer Declined,,,673.43,Notice period,,2025-06,2025Q2,0.0,0,1,1,1,1,1
CAN04262,REQ-SAL-2607-004,2026-07-13,Sales,Business Development Executive,Leeds,Indeed,Jack Wilson,Female,25,3.2,Diploma,41000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,216.34,,,2026-07,2026Q3,,0,0,0,0,0,0
CAN04263,REQ-MAR-2607-085,2026-07-28,Marketing,Digital Marketing Specialist,Birmingham,LinkedIn,Daniel Evans,Female,23,2.5,Bachelor's,42000,Passed,2026-08-06,63.0,81.0,2026-08-15,75.0,Not Reached,,,Rejected - Final Interview,,,391.56,,,2026-07,2026Q3,,0,0,0,1,1,1
CAN04264,REQ-HR-2503-029,2025-03-01,HR,Recruitment Coordinator,Manchester,University/Campus,Oliver Bennett,Male,39,1.4,Bachelor's,33000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,232.61,,,2025-03,2025Q1,,0,0,0,0,0,0
CAN04265,REQ-MAR-2607-016,2026-07-02,Marketing,Marketing Analyst,Leeds,Indeed,Daniel Evans,Female,38,2.5,Bachelor's,40500,Passed,2026-07-09,70.0,75.0,2026-07-19,92.0,Declined,2026-07-21,40000.0,Offer Declined,,,585.45,Accepted another offer,,2026-07,2026Q3,-500.0,0,1,1,1,1,1
CAN04266,REQ-OPE-2607-017,2026-07-10,Operations,Quality Coordinator,Liverpool,Job Fair,Jack Wilson,Male,38,5.5,Master's,37500,Passed,2026-07-19,37.0,75.0,,,Not Reached,,,Rejected - Interview/Assessment,,,421.55,,,2026-07,2026Q3,,0,0,0,1,0,1
CAN04267,REQ-CUS-2512-067,2025-12-20,Customer Service,Customer Experience Executive,London,Company Careers Page,Daniel Evans,Female,34,9.9,A-Level / Equivalent,43000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,107.72,,,2025-12,2025Q4,,0,0,0,0,0,0
CAN04268,REQ-SAL-2511-074,2025-11-04,Sales,Account Manager,London,LinkedIn,Amelia Carter,Female,43,2.1,Bachelor's,51500,Passed,2025-11-11,73.0,69.0,2025-11-19,87.0,Declined,2025-11-23,50500.0,Offer Declined,,,497.08,Counter-offer from current employer,,2025-11,2025Q4,-1000.0,0,1,1,1,1,1
CAN04269,REQ-CUS-2501-019,2025-01-09,Customer Service,Customer Experience Executive,Glasgow,Indeed,Amelia Carter,Female,32,7.1,Bachelor's,37000,Passed,2025-01-19,61.0,62.0,,,Not Reached,,,Rejected - Interview/Assessment,,,380.9,,,2025-01,2025Q1,,0,0,0,1,0,1
CAN04270,REQ-MAR-2505-033,2025-05-08,Marketing,Marketing Executive,Manchester,Recruitment Agency,Grace Patel,Female,28,4.3,Professional Qualification,38000,Passed,2025-05-15,63.0,69.0,2025-05-23,64.0,Accepted,2025-05-28,40000.0,Hired,2025-06-30,53.0,1675.31,,Passed,2025-05,2025Q2,2000.0,1,1,0,1,1,1
CAN04271,REQ-CUS-2502-002,2025-02-13,Customer Service,Customer Experience Executive,London,Recruitment Agency,Daniel Evans,Female,29,2.3,Bachelor's,32000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1010.09,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN04272,REQ-OPE-2508-026,2025-08-25,Operations,Operations Analyst,Manchester,Job Fair,Amelia Carter,Male,25,1.7,Bachelor's,40000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,310.68,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN04273,REQ-MAR-2510-002,2025-10-03,Marketing,Marketing Analyst,Leeds,Indeed,Daniel Evans,Female,30,3.5,A-Level / Equivalent,43500,Passed,2025-10-07,47.0,47.0,,,Not Reached,,,Rejected - Interview/Assessment,,,308.31,,,2025-10,2025Q4,,0,0,0,1,0,1
CAN04274,REQ-FIN-2601-024,2026-01-25,Finance,Payroll Officer,London,Company Careers Page,Sophie Hughes,Female,36,17.0,Diploma,52000,Passed,2026-01-31,67.0,82.0,2026-02-03,67.0,Not Reached,,,Rejected - Final Interview,,,434.95,,,2026-01,2026Q1,,0,0,0,1,1,1
CAN04275,REQ-SAL-2607-053,2026-07-09,Sales,Sales Executive,London,Job Fair,Grace Patel,Male,25,4.6,Master's,40500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,299.41,,,2026-07,2026Q3,,0,0,0,0,0,0
CAN04276,REQ-MAR-2602-077,2026-02-04,Marketing,Marketing Analyst,Manchester,Indeed,Sophie Hughes,Male,23,4.0,Bachelor's,43000,Passed,2026-02-16,61.0,51.0,,,Not Reached,,,Rejected - Interview/Assessment,,,275.29,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN04277,REQ-CUS-2505-073,2025-05-07,Customer Service,Customer Experience Executive,London,Employee Referral,Grace Patel,Female,28,4.5,Professional Qualification,37500,Passed,2025-05-19,74.0,74.0,2025-05-24,82.0,Accepted,2025-05-25,36000.0,Hired,2025-06-18,42.0,777.88,,Passed,2025-05,2025Q2,-1500.0,1,1,0,1,1,1
CAN04278,REQ-TEC-2506-062,2025-06-18,Technology,Software Engineer,Liverpool,Company Careers Page,Oliver Bennett,Female,33,4.8,Bachelor's,63000,Passed,2025-06-24,68.0,66.0,,,Not Reached,,,Rejected - Interview/Assessment,,,258.25,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN04279,REQ-OPE-2503-062,2025-03-01,Operations,Operations Executive,Leeds,Indeed,Amelia Carter,Female,36,1.7,Diploma,38000,Passed,2025-03-11,52.0,93.0,2025-03-17,61.0,Not Reached,,,Rejected - Final Interview,,,366.7,,,2025-03,2025Q1,,0,0,0,1,1,1
CAN04280,REQ-FIN-2508-019,2025-08-13,Finance,Finance Analyst,London,Indeed,Daniel Evans,Male,35,1.7,Master's,48000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,124.33,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN04281,REQ-CUS-2603-073,2026-03-10,Customer Service,Customer Service Advisor,Leeds,Employee Referral,Sophie Hughes,Female,38,3.6,Bachelor's,28500,Passed,2026-03-16,52.0,53.0,,,Not Reached,,,Rejected - Interview/Assessment,,,485.17,,,2026-03,2026Q1,,0,0,0,1,0,1
CAN04282,REQ-FIN-2604-057,2026-04-15,Finance,Finance Analyst,London,LinkedIn,Amelia Carter,Male,26,5.1,Master's,54500,Passed,2026-04-27,62.0,65.0,,,Not Reached,,,Rejected - Interview/Assessment,,,423.66,,,2026-04,2026Q2,,0,0,0,1,0,1
CAN04283,REQ-TEC-2604-002,2026-04-02,Technology,Data Analyst,Leeds,Indeed,Oliver Bennett,Female,27,4.7,A-Level / Equivalent,48000,Passed,2026-04-13,75.0,59.0,2026-04-23,62.0,Accepted,2026-04-26,43000.0,Hired,2026-06-13,72.0,758.99,,In Progress,2026-04,2026Q2,-5000.0,1,1,0,1,1,1
CAN04284,REQ-CUS-2602-081,2026-02-15,Customer Service,Customer Experience Executive,London,Recruitment Agency,Sophie Hughes,Male,31,4.2,Master's,36000,Passed,2026-02-24,69.0,81.0,2026-03-05,71.0,Accepted,2026-03-11,39000.0,Hired,2026-04-24,68.0,1889.73,,Passed,2026-02,2026Q1,3000.0,1,1,0,1,1,1
CAN04285,REQ-MAR-2508-048,2025-08-06,Marketing,Digital Marketing Specialist,Bristol,Indeed,Amelia Carter,Male,26,4.9,Bachelor's,45000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,188.58,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN04286,REQ-MAR-2607-080,2026-07-14,Marketing,Marketing Executive,London,LinkedIn,Daniel Evans,Male,37,2.4,Bachelor's,38500,Passed,2026-07-25,58.0,67.0,2026-07-29,78.0,Not Reached,,,Rejected - Final Interview,,,588.46,,,2026-07,2026Q3,,0,0,0,1,1,1
CAN04287,REQ-FIN-2511-077,2025-11-03,Finance,Payroll Officer,Liverpool,Indeed,Jack Wilson,Male,42,1.3,A-Level / Equivalent,38000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,176.46,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN04288,REQ-HR-2601-014,2026-01-24,HR,Recruitment Coordinator,Edinburgh,LinkedIn,Grace Patel,Male,20,1.0,Bachelor's,33000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,194.69,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN04289,REQ-FIN-2506-017,2025-06-14,Finance,Finance Analyst,Manchester,LinkedIn,Amelia Carter,Female,39,4.2,Professional Qualification,46500,Passed,2025-06-17,52.0,68.0,,,Not Reached,,,Rejected - Interview/Assessment,,,455.03,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN04290,REQ-OPE-2503-023,2025-03-30,Operations,Quality Coordinator,Birmingham,University/Campus,Grace Patel,Male,24,3.4,Master's,39500,Passed,2025-04-07,59.0,52.0,,,Not Reached,,,Rejected - Interview/Assessment,,,375.5,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN04291,REQ-SAL-2507-044,2025-07-22,Sales,Account Manager,Glasgow,LinkedIn,Sophie Hughes,Male,47,4.0,Bachelor's,50000,Passed,2025-07-31,76.0,83.0,2025-08-03,80.0,Declined,2025-08-04,46000.0,Offer Declined,,,733.11,Accepted another offer,,2025-07,2025Q3,-4000.0,0,1,1,1,1,1
CAN04292,REQ-FIN-2602-021,2026-02-13,Finance,Management Accountant,Birmingham,Indeed,Oliver Bennett,Male,31,4.1,Master's,52500,Passed,2026-02-19,75.0,58.0,,,Not Reached,,,Rejected - Interview/Assessment,,,463.9,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN04293,REQ-HR-2606-017,2026-06-17,HR,Recruitment Coordinator,Birmingham,Indeed,Amelia Carter,Female,27,4.6,Master's,30500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,180.78,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN04294,REQ-FIN-2510-052,2025-10-24,Finance,Payroll Officer,Glasgow,Company Careers Page,Oliver Bennett,Female,46,1.6,Bachelor's,34500,Passed,2025-10-28,56.0,58.0,,,Not Reached,,,Rejected - Interview/Assessment,,,281.69,,,2025-10,2025Q4,,0,0,0,1,0,1
CAN04295,REQ-TEC-2606-022,2026-06-03,Technology,Product Analyst,Liverpool,Company Careers Page,Sophie Hughes,Female,30,6.0,Bachelor's,53000,Passed,2026-06-14,53.0,73.0,2026-06-20,93.0,Accepted,2026-06-23,51000.0,Hired,2026-07-27,54.0,612.06,,In Progress,2026-06,2026Q2,-2000.0,1,1,0,1,1,1
CAN04296,REQ-MAR-2512-058,2025-12-22,Marketing,Marketing Executive,London,Company Careers Page,Daniel Evans,Female,25,2.4,Bachelor's,35000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,167.66,,,2025-12,2025Q4,,0,0,0,0,0,0
CAN04297,REQ-HR-2509-021,2025-09-14,HR,L&D Coordinator,Leeds,University/Campus,Jack Wilson,Female,29,2.5,Bachelor's,35000,Passed,2025-09-24,63.0,87.0,2025-09-27,90.0,Accepted,2025-10-02,39000.0,Hired,2025-11-27,74.0,845.0,,Passed,2025-09,2025Q3,4000.0,1,1,0,1,1,1
CAN04298,REQ-FIN-2507-031,2025-07-09,Finance,Payroll Officer,Leeds,LinkedIn,Amelia Carter,Male,38,1.1,Master's,35500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,219.61,,,2025-07,2025Q3,,0,0,0,0,0,0
CAN04299,REQ-CUS-2506-046,2025-06-28,Customer Service,Customer Experience Executive,Birmingham,LinkedIn,Jack Wilson,Male,31,1.7,Master's,28000,Passed,2025-07-05,55.0,69.0,,,Not Reached,,,Rejected - Interview/Assessment,,,463.84,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN04300,REQ-CUS-2605-035,2026-05-19,Customer Service,Customer Experience Executive,Birmingham,Indeed,Sophie Hughes,Female,38,4.9,Bachelor's,35000,Passed,2026-05-23,72.0,82.0,2026-06-02,85.0,Accepted,2026-06-06,33500.0,Hired,2026-07-29,71.0,1010.92,,In Progress,2026-05,2026Q2,-1500.0,1,1,0,1,1,1
CAN04301,REQ-OPE-2601-007,2026-01-10,Operations,Quality Coordinator,Birmingham,Indeed,Daniel Evans,Female,39,3.4,Diploma,30500,Passed,2026-01-20,54.0,43.0,,,Not Reached,,,Rejected - Interview/Assessment,,,330.54,,,2026-01,2026Q1,,0,0,0,1,0,1
CAN04302,REQ-TEC-2507-023,2025-07-31,Technology,Data Analyst,Leeds,Recruitment Agency,Jack Wilson,Male,25,3.9,Master's,41500,Passed,2025-08-06,60.0,90.0,2025-08-16,77.0,Accepted,2025-08-22,48500.0,Hired,2025-09-10,41.0,1438.06,,Passed,2025-07,2025Q3,7000.0,1,1,0,1,1,1
CAN04303,REQ-TEC-2603-025,2026-03-19,Technology,IT Support Engineer,Bristol,LinkedIn,Sophie Hughes,Female,25,3.3,Master's,37500,Passed,2026-03-31,43.0,66.0,,,Not Reached,,,Rejected - Interview/Assessment,,,372.88,,,2026-03,2026Q1,,0,0,0,1,0,1
CAN04304,REQ-TEC-2607-056,2026-07-24,Technology,Product Analyst,London,University/Campus,Amelia Carter,Male,34,1.9,Bachelor's,50500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,214.03,,,2026-07,2026Q3,,0,0,0,0,0,0
CAN04305,REQ-CUS-2505-054,2025-05-11,Customer Service,Customer Experience Executive,Birmingham,LinkedIn,Oliver Bennett,Male,30,1.7,A-Level / Equivalent,31000,Passed,2025-05-16,62.0,47.0,,,Not Reached,,,Rejected - Interview/Assessment,,,348.29,,,2025-05,2025Q2,,0,0,0,1,0,1
CAN04306,REQ-SAL-2510-019,2025-10-09,Sales,Account Manager,London,Recruitment Agency,Grace Patel,Male,45,3.2,Diploma,53000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1092.98,,,2025-10,2025Q4,,0,0,0,0,0,0
CAN04307,REQ-OPE-2505-076,2025-05-08,Operations,Operations Executive,Liverpool,LinkedIn,Amelia Carter,Male,25,2.8,Master's,42000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,209.58,,,2025-05,2025Q2,,0,0,0,0,0,0
CAN04308,REQ-SAL-2604-085,2026-04-20,Sales,Sales Executive,London,Job Fair,Grace Patel,Female,37,1.7,Bachelor's,36000,Passed,2026-04-25,72.0,82.0,2026-04-30,69.0,Not Reached,,,Rejected - Final Interview,,,507.4,,,2026-04,2026Q2,,0,0,0,1,1,1
CAN04309,REQ-SAL-2509-070,2025-09-15,Sales,Business Development Executive,Birmingham,LinkedIn,Oliver Bennett,Female,29,1.3,Bachelor's,38000,Passed,2025-09-19,80.0,79.0,2025-09-26,67.0,Declined,2025-09-28,34500.0,Offer Declined,,,376.94,Accepted another offer,,2025-09,2025Q3,-3500.0,0,1,1,1,1,1
CAN04310,REQ-MAR-2603-015,2026-03-27,Marketing,Marketing Executive,London,Indeed,Daniel Evans,Female,21,1.4,Master's,38500,Passed,2026-04-08,73.0,73.0,2026-04-13,86.0,Not Reached,,,Rejected - Final Interview,,,465.98,,,2026-03,2026Q1,,0,0,0,1,1,1
CAN04311,REQ-MAR-2604-004,2026-04-13,Marketing,Marketing Executive,Manchester,Job Fair,Sophie Hughes,Female,35,4.1,Master's,38000,Passed,2026-04-20,54.0,81.0,,,Not Reached,,,Rejected - Interview/Assessment,,,574.84,,,2026-04,2026Q2,,0,0,0,1,0,1
CAN04312,REQ-TEC-2508-052,2025-08-08,Technology,IT Support Engineer,London,Job Fair,Jack Wilson,Male,25,3.8,Bachelor's,41500,Passed,2025-08-19,73.0,68.0,2025-08-25,82.0,Accepted,2025-08-30,38000.0,Hired,2025-09-18,41.0,937.75,,Not Passed,2025-08,2025Q3,-3500.0,1,1,0,1,1,1
CAN04313,REQ-CUS-2604-070,2026-04-21,Customer Service,Customer Experience Executive,Bristol,Indeed,Sophie Hughes,Female,28,4.0,A-Level / Equivalent,28500,Passed,2026-05-03,83.0,63.0,2026-05-09,65.0,Not Reached,,,Rejected - Final Interview,,,508.68,,,2026-04,2026Q2,,0,0,0,1,1,1
CAN04314,REQ-FIN-2510-034,2025-10-31,Finance,Payroll Officer,Edinburgh,Company Careers Page,Jack Wilson,Male,24,0.9,Bachelor's,33000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,194.17,,,2025-10,2025Q4,,0,0,0,0,0,0
CAN04315,REQ-MAR-2507-052,2025-07-05,Marketing,Marketing Analyst,Liverpool,LinkedIn,Daniel Evans,Male,26,3.6,Bachelor's,41500,Passed,2025-07-15,69.0,85.0,2025-07-25,70.0,Not Reached,,,Rejected - Final Interview,,,390.66,,,2025-07,2025Q3,,0,0,0,1,1,1
CAN04316,REQ-SAL-2604-030,2026-04-22,Sales,Business Development Executive,Birmingham,Company Careers Page,Grace Patel,Non-binary,32,3.2,Master's,42500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,152.9,,,2026-04,2026Q2,,0,0,0,0,0,0
CAN04317,REQ-MAR-2503-073,2025-03-05,Marketing,Marketing Analyst,London,Employee Referral,Oliver Bennett,Male,28,1.4,Master's,44500,Passed,2025-03-08,50.0,70.0,,,Not Reached,,,Rejected - Interview/Assessment,,,553.46,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN04318,REQ-HR-2601-066,2026-01-25,HR,HR Advisor,Liverpool,Indeed,Amelia Carter,Male,20,1.0,Bachelor's,33500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,184.93,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN04319,REQ-CUS-2503-005,2025-03-12,Customer Service,Customer Experience Executive,London,Indeed,Daniel Evans,Male,27,5.7,Professional Qualification,33000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,194.8,,,2025-03,2025Q1,,0,0,0,0,0,0
CAN04320,REQ-MAR-2605-015,2026-05-02,Marketing,Marketing Executive,Glasgow,LinkedIn,Jack Wilson,Male,37,3.4,Bachelor's,39000,Passed,2026-05-11,78.0,56.0,,,Not Reached,,,Rejected - Interview/Assessment,,,372.77,,,2026-05,2026Q2,,0,0,0,1,0,1
CAN04321,REQ-SAL-2511-034,2025-11-06,Sales,Account Manager,Manchester,Recruitment Agency,Daniel Evans,Prefer not to say,33,4.4,A-Level / Equivalent,46500,Passed,2025-11-11,63.0,77.0,2025-11-14,81.0,Accepted,2025-11-19,48500.0,Hired,2025-12-26,50.0,1866.59,,Not Passed,2025-11,2025Q4,2000.0,1,1,0,1,1,1
CAN04322,REQ-TEC-2508-039,2025-08-22,Technology,Data Analyst,London,Company Careers Page,Oliver Bennett,Prefer not to say,33,3.6,Bachelor's,50000,Passed,2025-08-25,77.0,90.0,2025-08-28,63.0,Declined,2025-09-03,48500.0,Offer Declined,,,568.86,Counter-offer from current employer,,2025-08,2025Q3,-1500.0,0,1,1,1,1,1
CAN04323,REQ-HR-2511-052,2025-11-03,HR,L&D Coordinator,London,LinkedIn,Jack Wilson,Male,24,4.8,Master's,40000,Passed,2025-11-09,68.0,98.0,2025-11-17,67.0,Accepted,2025-11-23,37000.0,Hired,2026-01-12,70.0,1202.78,,Passed,2025-11,2025Q4,-3000.0,1,1,0,1,1,1
CAN04324,REQ-CUS-2601-009,2026-01-03,Customer Service,Customer Service Advisor,Manchester,Recruitment Agency,Sophie Hughes,Female,37,5.6,Bachelor's,28500,Passed,2026-01-09,83.0,71.0,2026-01-11,79.0,Accepted,2026-01-14,30000.0,Hired,2026-02-23,51.0,1597.21,,Passed,2026-01,2026Q1,1500.0,1,1,0,1,1,1
CAN04325,REQ-CUS-2511-076,2025-11-23,Customer Service,Customer Experience Executive,Birmingham,Recruitment Agency,Grace Patel,Male,37,6.4,Diploma,35500,Passed,2025-11-29,78.0,47.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1174.91,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN04326,REQ-TEC-2506-063,2025-06-21,Technology,Software Engineer,London,LinkedIn,Jack Wilson,Male,42,7.4,Bachelor's,70000,Passed,2025-06-25,68.0,53.0,,,Not Reached,,,Rejected - Interview/Assessment,,,331.3,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN04327,REQ-CUS-2606-033,2026-06-30,Customer Service,Customer Experience Executive,Bristol,LinkedIn,Oliver Bennett,Male,28,0.5,A-Level / Equivalent,32500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,185.02,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN04328,REQ-TEC-2502-067,2025-02-10,Technology,Software Engineer,Manchester,LinkedIn,Amelia Carter,Female,35,5.4,Bachelor's,62000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,244.04,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN04329,REQ-FIN-2509-042,2025-09-29,Finance,Finance Analyst,Edinburgh,Company Careers Page,Amelia Carter,Female,27,2.8,Diploma,45500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,98.94,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN04330,REQ-TEC-2506-081,2025-06-28,Technology,Cyber Security Analyst,Glasgow,LinkedIn,Oliver Bennett,Male,38,2.3,Bachelor's,54000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,260.98,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN04331,REQ-TEC-2506-078,2025-06-24,Technology,Software Engineer,Bristol,Recruitment Agency,Oliver Bennett,Female,31,1.6,Diploma,52000,Passed,2025-06-29,45.0,61.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1289.01,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN04332,REQ-OPE-2503-001,2025-03-11,Operations,Operations Executive,London,LinkedIn,Grace Patel,Female,35,10.6,Bachelor's,44500,Passed,2025-03-20,56.0,72.0,,,Not Reached,,,Rejected - Interview/Assessment,,,409.7,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN04333,REQ-OPE-2509-054,2025-09-02,Operations,Quality Coordinator,London,LinkedIn,Grace Patel,Female,30,11.0,Master's,46500,Passed,2025-09-14,61.0,72.0,2025-09-23,57.0,Not Reached,,,Rejected - Final Interview,,,439.78,,,2025-09,2025Q3,,0,0,0,1,1,1
CAN04334,REQ-TEC-2602-048,2026-02-18,Technology,Software Engineer,Bristol,University/Campus,Grace Patel,Male,20,1.0,Bachelor's,45500,Passed,2026-02-24,93.0,74.0,2026-03-03,68.0,Declined,2026-03-04,52500.0,Offer Declined,,,503.17,Location,,2026-02,2026Q1,7000.0,0,1,1,1,1,1
CAN04335,REQ-CUS-2501-020,2025-01-05,Customer Service,Customer Service Advisor,Manchester,LinkedIn,Oliver Bennett,Female,29,1.0,A-Level / Equivalent,25500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,159.89,,,2025-01,2025Q1,,0,0,0,0,0,0
CAN04336,REQ-FIN-2509-017,2025-09-02,Finance,Payroll Officer,London,LinkedIn,Grace Patel,Female,34,2.7,Bachelor's,38500,Passed,2025-09-14,72.0,40.0,,,Not Reached,,,Rejected - Interview/Assessment,,,405.25,,,2025-09,2025Q3,,0,0,0,1,0,1
CAN04337,REQ-TEC-2506-022,2025-06-06,Technology,Product Analyst,Bristol,Company Careers Page,Amelia Carter,Male,32,2.7,A-Level / Equivalent,50000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,190.03,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN04338,REQ-TEC-2505-077,2025-05-17,Technology,IT Support Engineer,Glasgow,Indeed,Grace Patel,Prefer not to say,21,0.7,Master's,32500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,190.85,,,2025-05,2025Q2,,0,0,0,0,0,0
CAN04339,REQ-MAR-2502-004,2025-02-12,Marketing,Digital Marketing Specialist,Birmingham,Company Careers Page,Oliver Bennett,Male,29,4.0,Professional Qualification,40500,Passed,2025-02-18,82.0,75.0,2025-02-24,86.0,Not Reached,,,Rejected - Final Interview,,,296.89,,,2025-02,2025Q1,,0,0,0,1,1,1
CAN04340,REQ-CUS-2511-069,2025-11-14,Customer Service,Customer Experience Executive,Manchester,LinkedIn,Jack Wilson,Female,27,0.9,Bachelor's,34500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,150.77,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN04341,REQ-HR-2509-037,2025-09-13,HR,L&D Coordinator,Leeds,University/Campus,Sophie Hughes,Female,39,10.7,Professional Qualification,43000,Passed,2025-09-25,47.0,65.0,,,Not Reached,,,Rejected - Interview/Assessment,,,549.35,,,2025-09,2025Q3,,0,0,0,1,0,1
CAN04342,REQ-OPE-2607-060,2026-07-18,Operations,Operations Analyst,Liverpool,Indeed,Sophie Hughes,Female,40,2.2,Bachelor's,42500,Passed,2026-07-29,73.0,49.0,,,Not Reached,,,Rejected - Interview/Assessment,,,378.36,,,2026-07,2026Q3,,0,0,0,1,0,1
CAN04343,REQ-OPE-2509-010,2025-09-26,Operations,Quality Coordinator,London,LinkedIn,Sophie Hughes,Male,28,3.4,Master's,39000,Passed,2025-10-06,85.0,78.0,2025-10-10,83.0,Not Reached,,,Rejected - Final Interview,,,310.04,,,2025-09,2025Q3,,0,0,0,1,1,1
CAN04344,REQ-CUS-2502-070,2025-02-24,Customer Service,Customer Service Advisor,Leeds,Employee Referral,Sophie Hughes,Male,36,4.6,Diploma,30000,Passed,2025-03-05,62.0,89.0,2025-03-14,69.0,Accepted,2025-03-18,26500.0,Hired,2025-04-27,62.0,811.84,,Passed,2025-02,2025Q1,-3500.0,1,1,0,1,1,1
CAN04345,REQ-HR-2602-030,2026-02-17,HR,L&D Coordinator,Edinburgh,LinkedIn,Amelia Carter,Female,44,2.7,Professional Qualification,34500,Passed,2026-02-24,96.0,61.0,2026-02-26,67.0,Accepted,2026-02-27,32000.0,Hired,2026-04-01,43.0,777.29,,Not Passed,2026-02,2026Q1,-2500.0,1,1,0,1,1,1
CAN04346,REQ-FIN-2511-015,2025-11-03,Finance,Finance Analyst,Liverpool,Company Careers Page,Amelia Carter,Female,31,7.0,Bachelor's,46000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,151.11,,,2025-11,2025Q4,,0,0,0,0,0,0
